Loadlevel,Pdg,DG position,PLoss
0.300000,3068.913043,5,62.772038
0.300000,3149.673913,5,66.693681
0.300000,3230.434783,5,70.744967
0.300000,80.760870,6,14.237483
0.300000,161.521739,6,12.242788
0.300000,242.282609,6,10.506916
0.300000,323.043478,6,9.027428
0.300000,403.804348,6,7.801925
0.300000,484.565217,6,6.828041
0.300000,565.326087,6,6.103450
0.300000,646.086957,6,5.625861
0.300000,726.847826,6,5.393016
0.300000,807.608696,6,5.402694
0.300000,888.369565,6,5.652704
0.300000,969.130435,6,6.140892
0.300000,1049.891304,6,6.865132
0.300000,1130.652174,6,7.823333
0.300000,1211.413043,6,9.013431
0.300000,1292.173913,6,10.433394
0.300000,1372.934783,6,12.081221
0.300000,1453.695652,6,13.954938
0.300000,1534.456522,6,16.052599
0.300000,1615.217391,6,18.372287
0.300000,1695.978261,6,20.912111
0.300000,1776.739130,6,23.670209
0.300000,1857.500000,6,26.644743
0.300000,1938.260870,6,29.833900
0.300000,2019.021739,6,33.235895
0.300000,2099.782609,6,36.848964
0.300000,2180.543478,6,40.671372
0.300000,2261.304348,6,44.701402
0.300000,2342.065217,6,48.937365
0.300000,2422.826087,6,53.377592
0.300000,2503.586957,6,58.020438
0.300000,2584.347826,6,62.864279
0.300000,2665.108696,6,67.907513
0.300000,2745.869565,6,73.148559
0.300000,2826.630435,6,78.585858
0.300000,2907.391304,6,84.217869
0.300000,2988.152174,6,90.043072
0.300000,3068.913043,6,96.059968
0.300000,3149.673913,6,102.267076
0.300000,3230.434783,6,108.662935
0.300000,80.760870,7,14.161777
0.300000,161.521739,7,12.115685
0.300000,242.282609,7,10.351984
0.300000,323.043478,7,8.867515
0.300000,403.804348,7,7.659178
0.300000,484.565217,7,6.723929
0.300000,565.326087,7,6.058780
0.300000,646.086957,7,5.660799
0.300000,726.847826,7,5.527105
0.300000,807.608696,7,5.654869
0.300000,888.369565,7,6.041313
0.300000,969.130435,7,6.683707
0.300000,1049.891304,7,7.579371
0.300000,1130.652174,7,8.725668
0.300000,1211.413043,7,10.120010
0.300000,1292.173913,7,11.759852
0.300000,1372.934783,7,13.642693
0.300000,1453.695652,7,15.766074
0.300000,1534.456522,7,18.127577
0.300000,1615.217391,7,20.724824
0.300000,1695.978261,7,23.555479
0.300000,1776.739130,7,26.617242
0.300000,1857.500000,7,29.907851
0.300000,1938.260870,7,33.425082
0.300000,2019.021739,7,37.166746
0.300000,2099.782609,7,41.130690
0.300000,2180.543478,7,45.314793
0.300000,2261.304348,7,49.716972
0.300000,2342.065217,7,54.335173
0.300000,2422.826087,7,59.167376
0.300000,2503.586957,7,64.211591
0.300000,2584.347826,7,69.465861
0.300000,2665.108696,7,74.928257
0.300000,2745.869565,7,80.596881
0.300000,2826.630435,7,86.469862
0.300000,2907.391304,7,92.545359
0.300000,2988.152174,7,98.821558
0.300000,3068.913043,7,105.296672
0.300000,3149.673913,7,111.968941
0.300000,3230.434783,7,118.836631
0.300000,80.760870,8,13.945680
0.300000,161.521739,8,11.770537
0.300000,242.282609,8,9.962859
0.300000,323.043478,8,8.517576
0.300000,403.804348,8,7.429730
0.300000,484.565217,8,6.694479
0.300000,565.326087,8,6.307087
0.300000,646.086957,8,6.262924
0.300000,726.847826,8,6.557462
0.300000,807.608696,8,7.186271
0.300000,888.369565,8,8.145018
0.300000,969.130435,8,9.429461
0.300000,1049.891304,8,11.035451
0.300000,1130.652174,8,12.958923
0.300000,1211.413043,8,15.195901
0.300000,1292.173913,8,17.742487
0.300000,1372.934783,8,20.594866
0.300000,1453.695652,8,23.749301
0.300000,1534.456522,8,27.202128
0.300000,1615.217391,8,30.949760
0.300000,1695.978261,8,34.988678
0.300000,1776.739130,8,39.315435
0.300000,1857.500000,8,43.926651
0.300000,1938.260870,8,48.819010
0.300000,2019.021739,8,53.989262
0.300000,2099.782609,8,59.434219
0.300000,2180.543478,8,65.150752
0.300000,2261.304348,8,71.135792
0.300000,2342.065217,8,77.386328
0.300000,2422.826087,8,83.899405
0.300000,2503.586957,8,90.672120
0.300000,2584.347826,8,97.701626
0.300000,2665.108696,8,104.985127
0.300000,2745.869565,8,112.519876
0.300000,2826.630435,8,120.303178
0.300000,2907.391304,8,128.332382
0.300000,2988.152174,8,136.604888
0.300000,3068.913043,8,145.118138
0.300000,3149.673913,8,153.869622
0.300000,3230.434783,8,162.856869
0.300000,80.760870,9,13.717430
0.300000,161.521739,9,11.440945
0.300000,242.282609,9,9.654774
0.300000,323.043478,9,8.349945
0.300000,403.804348,9,7.517758
0.300000,484.565217,9,7.149774
0.300000,565.326087,9,7.237800
0.300000,646.086957,9,7.773881
0.300000,726.847826,9,8.750293
0.300000,807.608696,9,10.159529
0.300000,888.369565,9,11.994296
0.300000,969.130435,9,14.247501
0.300000,1049.891304,9,16.912247
0.300000,1130.652174,9,19.981824
0.300000,1211.413043,9,23.449704
0.300000,1292.173913,9,27.309532
0.300000,1372.934783,9,31.555119
0.300000,1453.695652,9,36.180439
0.300000,1534.456522,9,41.179621
0.300000,1615.217391,9,46.546943
0.300000,1695.978261,9,52.276829
0.300000,1776.739130,9,58.363841
0.300000,1857.500000,9,64.802676
0.300000,1938.260870,9,71.588163
0.300000,2019.021739,9,78.715253
0.300000,2099.782609,9,86.179022
0.300000,2180.543478,9,93.974661
0.300000,2261.304348,9,102.097476
0.300000,2342.065217,9,110.542881
0.300000,2422.826087,9,119.306397
0.300000,2503.586957,9,128.383649
0.300000,2584.347826,9,137.770359
0.300000,2665.108696,9,147.462349
0.300000,2745.869565,9,157.455530
0.300000,2826.630435,9,167.745907
0.300000,2907.391304,9,178.329570
0.300000,2988.152174,9,189.202697
0.300000,3068.913043,9,200.361546
0.300000,3149.673913,9,211.802455
0.300000,3230.434783,9,223.521841
0.300000,80.760870,10,13.510626
0.300000,161.521739,10,11.156771
0.300000,242.282609,10,9.417358
0.300000,323.043478,10,8.278384
0.300000,403.804348,10,7.726368
0.300000,484.565217,10,7.748329
0.300000,565.326087,10,8.331756
0.300000,646.086957,10,9.464586
0.300000,726.847826,10,11.135184
0.300000,807.608696,10,13.332319
0.300000,888.369565,10,16.045145
0.300000,969.130435,10,19.263185
0.300000,1049.891304,10,22.976312
0.300000,1130.652174,10,27.174733
0.300000,1211.413043,10,31.848972
0.300000,1292.173913,10,36.989861
0.300000,1372.934783,10,42.588521
0.300000,1453.695652,10,48.636350
0.300000,1534.456522,10,55.125016
0.300000,1615.217391,10,62.046437
0.300000,1695.978261,10,69.392779
0.300000,1776.739130,10,77.156440
0.300000,1857.500000,10,85.330042
0.300000,1938.260870,10,93.906423
0.300000,2019.021739,10,102.878626
0.300000,2099.782609,10,112.239893
0.300000,2180.543478,10,121.983657
0.300000,2261.304348,10,132.103533
0.300000,2342.065217,10,142.593311
0.300000,2422.826087,10,153.446951
0.300000,2503.586957,10,164.658577
0.300000,2584.347826,10,176.222468
0.300000,2665.108696,10,188.133054
0.300000,2745.869565,10,200.384911
0.300000,2826.630435,10,212.972754
0.300000,2907.391304,10,225.891436
0.300000,2988.152174,10,239.135936
0.300000,3068.913043,10,252.701362
0.300000,3149.673913,10,266.582943
0.300000,3230.434783,10,280.776024
0.300000,80.760870,11,13.476506
0.300000,161.521739,11,11.112717
0.300000,242.282609,11,9.386522
0.300000,323.043478,11,8.282942
0.300000,403.804348,11,7.787576
0.300000,484.565217,11,7.886568
0.300000,565.326087,11,8.566581
0.300000,646.086957,11,9.814772
0.300000,726.847826,11,11.618762
0.300000,807.608696,11,13.966615
0.300000,888.369565,11,16.846817
0.300000,969.130435,11,20.248257
0.300000,1049.891304,11,24.160201
0.300000,1130.652174,11,28.572282
0.300000,1211.413043,11,33.474479
0.300000,1292.173913,11,38.857099
0.300000,1372.934783,11,44.710767
0.300000,1453.695652,11,51.026408
0.300000,1534.456522,11,57.795235
0.300000,1615.217391,11,65.008737
0.300000,1695.978261,11,72.658664
0.300000,1776.739130,11,80.737021
0.300000,1857.500000,11,89.236053
0.300000,1938.260870,11,98.148235
0.300000,2019.021739,11,107.466266
0.300000,2099.782609,11,117.183055
0.300000,2180.543478,11,127.291719
0.300000,2261.304348,11,137.785568
0.300000,2342.065217,11,148.658100
0.300000,2422.826087,11,159.902996
0.300000,2503.586957,11,171.514110
0.300000,2584.347826,11,183.485463
0.300000,2665.108696,11,195.811237
0.300000,2745.869565,11,208.485769
0.300000,2826.630435,11,221.503547
0.300000,2907.391304,11,234.859201
0.300000,2988.152174,11,248.547499
0.300000,3068.913043,11,262.563345
0.300000,3149.673913,11,276.901769
0.300000,3230.434783,11,291.557930
0.300000,80.760870,12,13.419189
0.300000,161.521739,12,11.043995
0.300000,242.282609,12,9.350253
0.300000,323.043478,12,8.321046
0.300000,403.804348,12,7.940148
0.300000,484.565217,12,8.191980
0.300000,565.326087,12,9.061578
0.300000,646.086957,12,10.534561
0.300000,726.847826,12,12.597095
0.300000,807.608696,12,15.235867
0.300000,888.369565,12,18.438058
0.300000,969.130435,12,22.191317
0.300000,1049.891304,12,26.483738
0.300000,1130.652174,12,31.303839
0.300000,1211.413043,12,36.640537
0.300000,1292.173913,12,42.483134
0.300000,1372.934783,12,48.821296
0.300000,1453.695652,12,55.645034
0.300000,1534.456522,12,62.944692
0.300000,1615.217391,12,70.710931
0.300000,1695.978261,12,78.934711
0.300000,1776.739130,12,87.607281
0.300000,1857.500000,12,96.720167
0.300000,1938.260870,12,106.265155
0.300000,2019.021739,12,116.234287
0.300000,2099.782609,12,126.619845
0.300000,2180.543478,12,137.414341
0.300000,2261.304348,12,148.610510
0.300000,2342.065217,12,160.201300
0.300000,2422.826087,12,172.179862
0.300000,2503.586957,12,184.539543
0.300000,2584.347826,12,197.273878
0.300000,2665.108696,12,210.376584
0.300000,2745.869565,12,223.841551
0.300000,2826.630435,12,237.662835
0.300000,2907.391304,12,251.834654
0.300000,2988.152174,12,266.351381
0.300000,3068.913043,12,281.207536
0.300000,3149.673913,12,296.397786
0.300000,3230.434783,12,311.916932
0.300000,80.760870,13,13.231957
0.300000,161.521739,13,10.850679
0.300000,242.282609,13,9.321628
0.300000,323.043478,13,8.618239
0.300000,403.804348,13,8.715303
0.300000,484.565217,13,9.588865
0.300000,565.326087,13,11.216145
0.300000,646.086957,13,13.575453
0.300000,726.847826,13,16.646122
0.300000,807.608696,13,20.408440
0.300000,888.369565,13,24.843587
0.300000,969.130435,13,29.933584
0.300000,1049.891304,13,35.661238
0.300000,1130.652174,13,42.010096
0.300000,1211.413043,13,48.964399
0.300000,1292.173913,13,56.509047
0.300000,1372.934783,13,64.629555
0.300000,1453.695652,13,73.312022
0.300000,1534.456522,13,82.543098
0.300000,1615.217391,13,92.309951
0.300000,1695.978261,13,102.600246
0.300000,1776.739130,13,113.402112
0.300000,1857.500000,13,124.704119
0.300000,1938.260870,13,136.495259
0.300000,2019.021739,13,148.764922
0.300000,2099.782609,13,161.502874
0.300000,2180.543478,13,174.699243
0.300000,2261.304348,13,188.344499
0.300000,2342.065217,13,202.429438
0.300000,2422.826087,13,216.945164
0.300000,2503.586957,13,231.883080
0.300000,2584.347826,13,247.234872
0.300000,2665.108696,13,262.992491
0.300000,2745.869565,13,279.148152
0.300000,2826.630435,13,295.694310
0.300000,2907.391304,13,312.623659
0.300000,2988.152174,13,329.929118
0.300000,3068.913043,13,347.603819
0.300000,3149.673913,13,365.641105
0.300000,3230.434783,13,384.034513
0.300000,80.760870,14,13.176948
0.300000,161.521739,14,10.807776
0.300000,242.282609,14,9.353030
0.300000,323.043478,14,8.781646
0.300000,403.804348,14,9.064278
0.300000,484.565217,14,10.173175
0.300000,565.326087,14,12.082057
0.300000,646.086957,14,14.766009
0.300000,726.847826,14,18.201387
0.300000,807.608696,14,22.365723
0.300000,888.369565,14,27.237652
0.300000,969.130435,14,32.796831
0.300000,1049.891304,14,39.023877
0.300000,1130.652174,14,45.900299
0.300000,1211.413043,14,53.408450
0.300000,1292.173913,14,61.531464
0.300000,1372.934783,14,70.253217
0.300000,1453.695652,14,79.558277
0.300000,1534.456522,14,89.431866
0.300000,1615.217391,14,99.859818
0.300000,1695.978261,14,110.828549
0.300000,1776.739130,14,122.325021
0.300000,1857.500000,14,134.336713
0.300000,1938.260870,14,146.851590
0.300000,2019.021739,14,159.858082
0.300000,2099.782609,14,173.345054
0.300000,2180.543478,14,187.301788
0.300000,2261.304348,14,201.717958
0.300000,2342.065217,14,216.583612
0.300000,2422.826087,14,231.889152
0.300000,2503.586957,14,247.625318
0.300000,2584.347826,14,263.783172
0.300000,2665.108696,14,280.354080
0.300000,2745.869565,14,297.329699
0.300000,2826.630435,14,314.701966
0.300000,2907.391304,14,332.463080
0.300000,2988.152174,14,350.605495
0.300000,3068.913043,14,369.121905
0.300000,3149.673913,14,388.005237
0.300000,3230.434783,14,407.248635
0.300000,80.760870,15,13.149994
0.300000,161.521739,15,10.825021
0.300000,242.282609,15,9.480434
0.300000,323.043478,15,9.080427
0.300000,403.804348,15,9.591328
0.300000,484.565217,15,10.981419
0.300000,565.326087,15,13.220785
0.300000,646.086957,15,16.281171
0.300000,726.847826,15,20.135856
0.300000,807.608696,15,24.759543
0.300000,888.369565,15,30.128248
0.300000,969.130435,15,36.219212
0.300000,1049.891304,15,43.010814
0.300000,1130.652174,15,50.482491
0.300000,1211.413043,15,58.614668
0.300000,1292.173913,15,67.388694
0.300000,1372.934783,15,76.786781
0.300000,1453.695652,15,86.791948
0.300000,1534.456522,15,97.387973
0.300000,1615.217391,15,108.559343
0.300000,1695.978261,15,120.291216
0.300000,1776.739130,15,132.569378
0.300000,1857.500000,15,145.380204
0.300000,1938.260870,15,158.710632
0.300000,2019.021739,15,172.548123
0.300000,2099.782609,15,186.880635
0.300000,2180.543478,15,201.696599
0.300000,2261.304348,15,216.984888
0.300000,2342.065217,15,232.734797
0.300000,2422.826087,15,248.936022
0.300000,2503.586957,15,265.578634
0.300000,2584.347826,15,282.653068
0.300000,2665.108696,15,300.150097
0.300000,2745.869565,15,318.060820
0.300000,2826.630435,15,336.376644
0.300000,2907.391304,15,355.089272
0.300000,2988.152174,15,374.190685
0.300000,3068.913043,15,393.673133
0.300000,3149.673913,15,413.529119
0.300000,3230.434783,15,433.751391
0.300000,80.760870,16,13.132145
0.300000,161.521739,16,10.878055
0.300000,242.282609,16,9.686308
0.300000,323.043478,16,9.514960
0.300000,403.804348,16,10.324760
0.300000,484.565217,16,12.078913
0.300000,565.326087,16,14.742871
0.300000,646.086957,16,18.284143
0.300000,726.847826,16,22.672132
0.300000,807.608696,16,27.877980
0.300000,888.369565,16,33.874434
0.300000,969.130435,16,40.635726
0.300000,1049.891304,16,48.137456
0.300000,1130.652174,16,56.356499
0.300000,1211.413043,16,65.270911
0.300000,1292.173913,16,74.859845
0.300000,1372.934783,16,85.103479
0.300000,1453.695652,16,95.982941
0.300000,1534.456522,16,107.480254
0.300000,1615.217391,16,119.578273
0.300000,1695.978261,16,132.260630
0.300000,1776.739130,16,145.511693
0.300000,1857.500000,16,159.316513
0.300000,1938.260870,16,173.660785
0.300000,2019.021739,16,188.530815
0.300000,2099.782609,16,203.913475
0.300000,2180.543478,16,219.796179
0.300000,2261.304348,16,236.166847
0.300000,2342.065217,16,253.013879
0.300000,2422.826087,16,270.326129
0.300000,2503.586957,16,288.092879
0.300000,2584.347826,16,306.303817
0.300000,2665.108696,16,324.949018
0.300000,2745.869565,16,344.018921
0.300000,2826.630435,16,363.504310
0.300000,2907.391304,16,383.396301
0.300000,2988.152174,16,403.686321
0.300000,3068.913043,16,424.366096
0.300000,3149.673913,16,445.427634
0.300000,3230.434783,16,466.863215
0.300000,80.760870,17,13.131665
0.300000,161.521739,17,11.028788
0.300000,242.282609,17,10.125432
0.300000,323.043478,17,10.366730
0.300000,403.804348,17,11.701881
0.300000,484.565217,17,14.083748
0.300000,565.326087,17,17.468497
0.300000,646.086957,17,21.815277
0.300000,726.847826,17,27.085949
0.300000,807.608696,17,33.244836
0.300000,888.369565,17,40.258510
0.300000,969.130435,17,48.095594
0.300000,1049.891304,17,56.726594
0.300000,1130.652174,17,66.123741
0.300000,1211.413043,17,76.260857
0.300000,1292.173913,17,87.113224
0.300000,1372.934783,17,98.657479
0.300000,1453.695652,17,110.871509
0.300000,1534.456522,17,123.734358
0.300000,1615.217391,17,137.226148
0.300000,1695.978261,17,151.327998
0.300000,1776.739130,17,166.021960
0.300000,1857.500000,17,181.290952
0.300000,1938.260870,17,197.118703
0.300000,2019.021739,17,213.489697
0.300000,2099.782609,17,230.389130
0.300000,2180.543478,17,247.802860
0.300000,2261.304348,17,265.717369
0.300000,2342.065217,17,284.119723
0.300000,2422.826087,17,302.997542
0.300000,2503.586957,17,322.338959
0.300000,2584.347826,17,342.132600
0.300000,2665.108696,17,362.367549
0.300000,2745.869565,17,383.033326
0.300000,2826.630435,17,404.119861
0.300000,2907.391304,17,425.617474
0.300000,2988.152174,17,447.516852
0.300000,3068.913043,17,469.809032
0.300000,3149.673913,17,492.485380
0.300000,3230.434783,17,515.537578
0.300000,80.760870,18,13.148574
0.300000,161.521739,18,11.146814
0.300000,242.282609,18,10.420784
0.300000,323.043478,18,10.908538
0.300000,403.804348,18,12.553004
0.300000,484.565217,18,15.301456
0.300000,565.326087,18,19.105072
0.300000,646.086957,18,23.918533
0.300000,726.847826,18,29.699688
0.300000,807.608696,18,36.409246
0.300000,888.369565,18,44.010517
0.300000,969.130435,18,52.469172
0.300000,1049.891304,18,61.753040
0.300000,1130.652174,18,71.831918
0.300000,1211.413043,18,82.677412
0.300000,1292.173913,18,94.262783
0.300000,1372.934783,18,106.562820
0.300000,1453.695652,18,119.553717
0.300000,1534.456522,18,133.212966
0.300000,1615.217391,18,147.519264
0.300000,1695.978261,18,162.452417
0.300000,1776.739130,18,177.993268
0.300000,1857.500000,18,194.123622
0.300000,1938.260870,18,210.826176
0.300000,2019.021739,18,228.084463
0.300000,2099.782609,18,245.882796
0.300000,2180.543478,18,264.206215
0.300000,2261.304348,18,283.040442
0.300000,2342.065217,18,302.371840
0.300000,2422.826087,18,322.187370
0.300000,2503.586957,18,342.474557
0.300000,2584.347826,18,363.221456
0.300000,2665.108696,18,384.416621
0.300000,2745.869565,18,406.049076
0.300000,2826.630435,18,428.108290
0.300000,2907.391304,18,450.584148
0.300000,2988.152174,18,473.466933
0.300000,3068.913043,18,496.747302
0.300000,3149.673913,18,520.416268
0.300000,3230.434783,18,544.465178
0.300000,80.760870,19,16.337419
0.300000,161.521739,19,16.210325
0.300000,242.282609,19,16.112163
0.300000,323.043478,19,16.042901
0.300000,403.804348,19,16.002504
0.300000,484.565217,19,15.990941
0.300000,565.326087,19,16.008176
0.300000,646.086957,19,16.054178
0.300000,726.847826,19,16.128913
0.300000,807.608696,19,16.232348
0.300000,888.369565,19,16.364450
0.300000,969.130435,19,16.525186
0.300000,1049.891304,19,16.714524
0.300000,1130.652174,19,16.932430
0.300000,1211.413043,19,17.178871
0.300000,1292.173913,19,17.453815
0.300000,1372.934783,19,17.757230
0.300000,1453.695652,19,18.089083
0.300000,1534.456522,19,18.449341
0.300000,1615.217391,19,18.837972
0.300000,1695.978261,19,19.254943
0.300000,1776.739130,19,19.700223
0.300000,1857.500000,19,20.173778
0.300000,1938.260870,19,20.675578
0.300000,2019.021739,19,21.205589
0.300000,2099.782609,19,21.763779
0.300000,2180.543478,19,22.350118
0.300000,2261.304348,19,22.964572
0.300000,2342.065217,19,23.607109
0.300000,2422.826087,19,24.277699
0.300000,2503.586957,19,24.976309
0.300000,2584.347826,19,25.702907
0.300000,2665.108696,19,26.457463
0.300000,2745.869565,19,27.239943
0.300000,2826.630435,19,28.050318
0.300000,2907.391304,19,28.888554
0.300000,2988.152174,19,29.754622
0.300000,3068.913043,19,30.648489
0.300000,3149.673913,19,31.570124
0.300000,3230.434783,19,32.519497
0.300000,80.760870,20,16.264993
0.300000,161.521739,20,16.235316
0.300000,242.282609,20,16.402822
0.300000,323.043478,20,16.765902
0.300000,403.804348,20,17.322972
0.300000,484.565217,20,18.072468
0.300000,565.326087,20,19.012848
0.300000,646.086957,20,20.142591
0.300000,726.847826,20,21.460193
0.300000,807.608696,20,22.964175
0.300000,888.369565,20,24.653072
0.300000,969.130435,20,26.525443
0.300000,1049.891304,20,28.579862
0.300000,1130.652174,20,30.814924
0.300000,1211.413043,20,33.229241
0.300000,1292.173913,20,35.821444
0.300000,1372.934783,20,38.590178
0.300000,1453.695652,20,41.534110
0.300000,1534.456522,20,44.651921
0.300000,1615.217391,20,47.942308
0.300000,1695.978261,20,51.403987
0.300000,1776.739130,20,55.035686
0.300000,1857.500000,20,58.836153
0.300000,1938.260870,20,62.804149
0.300000,2019.021739,20,66.938450
0.300000,2099.782609,20,71.237849
0.300000,2180.543478,20,75.701150
0.300000,2261.304348,20,80.327175
0.300000,2342.065217,20,85.114759
0.300000,2422.826087,20,90.062750
0.300000,2503.586957,20,95.170011
0.300000,2584.347826,20,100.435418
0.300000,2665.108696,20,105.857859
0.300000,2745.869565,20,111.436237
0.300000,2826.630435,20,117.169468
0.300000,2907.391304,20,123.056477
0.300000,2988.152174,20,129.096207
0.300000,3068.913043,20,135.287609
0.300000,3149.673913,20,141.629646
0.300000,3230.434783,20,148.121296
0.300000,80.760870,21,16.259592
0.300000,161.521739,21,16.270526
0.300000,242.282609,21,16.523763
0.300000,323.043478,21,17.016828
0.300000,403.804348,21,17.747287
0.300000,484.565217,21,18.712749
0.300000,565.326087,21,19.910860
0.300000,646.086957,21,21.339310
0.300000,726.847826,21,22.995823
0.300000,807.608696,21,24.878162
0.300000,888.369565,21,26.984128
0.300000,969.130435,21,29.311557
0.300000,1049.891304,21,31.858318
0.300000,1130.652174,21,34.622317
0.300000,1211.413043,21,37.601492
0.300000,1292.173913,21,40.793815
0.300000,1372.934783,21,44.197287
0.300000,1453.695652,21,47.809944
0.300000,1534.456522,21,51.629849
0.300000,1615.217391,21,55.655099
0.300000,1695.978261,21,59.883816
0.300000,1776.739130,21,64.314154
0.300000,1857.500000,21,68.944294
0.300000,1938.260870,21,73.772442
0.300000,2019.021739,21,78.796835
0.300000,2099.782609,21,84.015734
0.300000,2180.543478,21,89.427426
0.300000,2261.304348,21,95.030223
